ID da variável,Nome,Data,Valor,fonte,observacao
3268,"Se sim, liste quais áreas da prefeitura tem Conselho Municipal, Plano Municipal e Fundo Municipal."
3222,Sua cidade tem Orçamento Participativo? Responder sim ou não
3263,"Se sim, quais são os  ciclos formativos (cursos, palestras, formações, capacitações, etc.) em cidadania e direitos humanos para os servidores públicos e conselheir@s públicos municipais que a prefeitura desenvolve?"
3259,Sua cidade tem Portal da Transparência? Responder sim ou não
3226,Quantas audiências públicas foram realizadas no município?
3230,Sua cidade construiu os Planos Municipais de Políticas Públicas com participação da população? Responder sim ou não
3266,Como  as campanhas educativas em defesa da cidadania e inclusão social realizadas pela prefeitura são desenvolvidas? 
3265,"Se sim, quais são as campanhas educativas em defesa da cidadania e inclusão social desenvolvidas pela prefeitura? "
3240,"Se sim, qual ou quais foram os temas dos Projetos de Lei de Iniciativa Popular?"
3267,"Sua cidade tem Conselho Municipal, Plano Municipal e Fundo Municipal de Saúde, Educação, Assistência Social, Juventude e Criança e Adolescente? Responder sim ou não"
3251,"Se sim, liste quais são as práticas de debate sobre a legislação municipal acontecem de forma regionalizada?"
3252,Sua cidade regulamentou a Lei de Acesso à Informação (LAI)? Responder sim ou não 
3275,A população participa efetivamente e ou utiliza as ferramentas de participação social? Descreva como.
3227,Sua cidade construiu e ou realizou instâncias participativas para construção do Plano Diretor Estratégico? Responder sim ou não
3250,Sua cidade tem práticas de debate sobre a legislação municipal em audiências regionalizadas (ex. Câmara no seu bairro)? Responder sim ou não
313,Quantidade de secretarias do governo que contam com conselhos municipais
3234,"A prefeitura faz audiências públicas para dar uma ""devolutiva"" à população sobre o desenvolvimento das metas? Responder sim ou não"
3229,Sua cidade construiu e ou realizou instâncias participativas para construção de algum outro instrumento de planejamento urbano? Responder sim ou não
3237,Sua cidade já convocou plebiscitos e ou referendos? Responder sim ou não
3239,Já foram elaboradas Leis de Iniciativa Popular na sua cidade? Responder sim ou não
3262,"A prefeitura municipal desenvolve ciclos formativos (cursos, palestras, formações, capacitações, etc.) em cidadania e direitos humanos para os servidores públicos e conselheir@s públicos municipais? Responder sim ou não"
3214,"Se sim, quais são os órgãos de controle externo?"
3245,"Os espaços físicos de participação social (Conselhos de Políticas Públicas, audiências públicas, reuniões abertas e outros) têm adaptação para a acessibilidade (rampas de acesso, iluminação especial, material em braile, tradução em libras, etc.)? Responder sim ou não"
3247,As audiências públicas realizadas pela prefeitura municipal foram regionalizadas? Responder sim ou não
3231,"Se sim, liste quais Planos Municipais de Políticas Públicas e com quais ferramentas de participação a população participa"
3264,A prefeitura municipal desenvolve campanhas educativas em defesa da cidadania e inclusão social? Responder sim ou não
3258,Como é feito o monitoramento de respostas atendidas (número de solicitações de informação respondidas dentro do prazo estabelecido a contento do solicitante) por pedidos de informação feitas via Lei de Acesso à Informação? 
3225,Liste os Conselhos de Políticas Públicas existentes.
3232,Sua cidade tem Programa de Metas? Responder sim ou não
3219,Sua cidade realizou Conferências Municipais de Políticas Públicas? Responder sim ou não
19,População total
3228,Sua cidade construiu e ou realizou instâncias participativas para construção da Lei de Zoneamento? Responder sim ou não
3274,"Sua cidade tem ferramentas de participação social na construção do orçamento da cidade (ex. conselho de orçamento, audiências públicas, consultas públicas, consultas virtuais, etc.)? Responder sim ou não"
3213,Sua cidade tem órgãos de controle externo (ex. ouvidorias) nas secretarias e outros órgãos municipais? Responder sim ou não
3215,Estes órgãos de controle externo tem eleições diretas em que a população participa da definição dos responsáveis (ex. ouvidores)?
3243,"Os Conselhos Municipais de Políticas Públicas tem políticas afirmativas de inclusão de negros, jovens e pessoas com deficiência  em seu estatuto, regimento, lei ou decreto? Responder sim ou não"
3242,"Os Conselhos Municipais de Políticas Públicas têm paridade de gênero em seu estatuto, regimento, lei ou decreto? Responder sim ou não"
3216,Estes órgãos de controle externo tem orçamento exclusivo?
3249,"Se sim, liste quais são as políticas de ""governo itinerante""?"
85,Número total de mulheres empregadas no governo do município
3244,"Se sim, quais Conselhos Municipais têm políticas afirmativas de inclusão  de negros, jovens e pessoas com deficiência  em seu estatuto, regimento, lei ou decreto?"
3255,"Se sim, quais são os mecanismos de transparência ativa e passiva existentes?"
3269,"Sua cidade cumpre a lei Lei 12.990/2014 (cotas para negros), e a lei Lei nº 8.112/1990 (cotas para pessoas com deficiência) nos concursos públicos municipais? Responder sim ou não"
3253,"Se sim, para quais poderes (executivo e ou legislativo) a Lei de Acesso à Informação foi regulamentada?"
3271,"Se sim, quais são as  políticas afirmativas que garantem a paridade de gênero nos editais e concursos públicos municipais existentes?"
3248,"Sua cidade tem políticas de governo itinerante (ex. reuniões descentralizadas, audiências em bairros, consultas localizadas na cidade)? Responder sim ou não"
3270,Sua cidade tem outras políticas afirmativas que garantem a paridade de gênero nos editais e concursos públicos municipais? Responder sim ou não
3221,População participante das Conferências Municipais
